station_id,code,name,zone,latitude,longitude,zone_code,region
1255,STN01255,Station 1255,SCoR,27.0,109.0,SCoR,SCoR
1256,STN01256,Station 1256,SCR,27.0,109.5,SCR,SCR
1257,STN01257,Station 1257,WR,27.0,110.0,WR,WR
1258,STN01258,Station 1258,WCR,27.0,110.5,WCR,WCR
1259,STN01259,Station 1259,CC,27.0,111.0,CC,CC
1260,STN01260,Station 1260,ECoR,27.0,111.5,ECoR,ECoR
1261,STN01261,Station 1261,CR,27.0,112.0,CR,CR
1262,STN01262,Station 1262,KR,27.0,112.5,KR,KR
1263,STN01263,Station 1263,ER,27.0,113.0,ER,ER
1264,STN01264,Station 1264,NCR,27.0,113.5,NCR,NCR
1265,STN01265,Station 1265,NR,27.0,114.0,NR,NR
1266,STN01266,Station 1266,NE,27.0,114.5,NE,NE
1267,STN01267,Station 1267,NF,27.0,115.0,NF,NF
1268,STN01268,Station 1268,NK,27.0,115.5,NK,NK
1269,STN01269,Station 1269,SR,27.0,116.0,SR,SR
1270,STN01270,Station 1270,SCoR,27.0,116.5,SCoR,SCoR
1271,STN01271,Station 1271,ER,27.5,75.0,ER,ER
1272,STN01272,Station 1272,NCR,27.5,75.5,NCR,NCR
1273,STN01273,Station 1273,NR,27.5,76.0,NR,NR
1274,STN01274,Station 1274,NE,27.5,76.5,NE,NE
1275,STN01275,Station 1275,NF,27.5,77.0,NF,NF
1276,STN01276,Station 1276,NK,27.5,77.5,NK,NK
1277,STN01277,Station 1277,SR,27.5,78.0,SR,SR
1278,STN01278,Station 1278,SCoR,27.5,78.5,SCoR,SCoR
1279,STN01279,Station 1279,SCR,27.5,79.0,SCR,SCR
1280,STN01280,Station 1280,WR,27.5,79.5,WR,WR
1281,STN01281,Station 1281,WCR,27.5,80.0,WCR,WCR
1282,STN01282,Station 1282,CC,27.5,80.5,CC,CC
1283,STN01283,Station 1283,ECoR,27.5,81.0,ECoR,ECoR
1284,STN01284,Station 1284,CR,27.5,81.5,CR,CR
1285,STN01285,Station 1285,KR,27.5,82.0,KR,KR
1286,STN01286,Station 1286,ER,27.5,82.5,ER,ER
1287,STN01287,Station 1287,NCR,27.5,83.0,NCR,NCR
1288,STN01288,Station 1288,NR,27.5,83.5,NR,NR
1289,STN01289,Station 1289,NE,27.5,84.0,NE,NE
1290,STN01290,Station 1290,NF,27.5,84.5,NF,NF
1291,STN01291,Station 1291,NK,27.5,85.0,NK,NK
1292,STN01292,Station 1292,SR,27.5,85.5,SR,SR
1293,STN01293,Station 1293,SCoR,27.5,86.0,SCoR,SCoR
1294,STN01294,Station 1294,SCR,27.5,86.5,SCR,SCR
1295,STN01295,Station 1295,WR,27.5,87.0,WR,WR
1296,STN01296,Station 1296,WCR,27.5,87.5,WCR,WCR
1297,STN01297,Station 1297,CC,27.5,88.0,CC,CC
1298,STN01298,Station 1298,ECoR,27.5,88.5,ECoR,ECoR
1299,STN01299,Station 1299,CR,27.5,89.0,CR,CR
1300,STN01300,Station 1300,KR,27.5,89.5,KR,KR
1301,STN01301,Station 1301,ER,27.5,90.0,ER,ER
1302,STN01302,Station 1302,NCR,27.5,90.5,NCR,NCR
1303,STN01303,Station 1303,NR,27.5,91.0,NR,NR
1304,STN01304,Station 1304,NE,27.5,91.5,NE,NE
1305,STN01305,Station 1305,NF,27.5,92.0,NF,NF
1306,STN01306,Station 1306,NK,27.5,92.5,NK,NK
1307,STN01307,Station 1307,SR,27.5,93.0,SR,SR
1308,STN01308,Station 1308,SCoR,27.5,93.5,SCoR,SCoR
1309,STN01309,Station 1309,SCR,27.5,94.0,SCR,SCR
1310,STN01310,Station 1310,WR,27.5,94.5,WR,WR
1311,STN01311,Station 1311,WCR,27.5,95.0,WCR,WCR
1312,STN01312,Station 1312,CC,27.5,95.5,CC,CC
1313,STN01313,Station 1313,ECoR,27.5,96.0,ECoR,ECoR
1314,STN01314,Station 1314,CR,27.5,96.5,CR,CR
1315,STN01315,Station 1315,KR,27.5,97.0,KR,KR
1316,STN01316,Station 1316,ER,27.5,97.5,ER,ER
1317,STN01317,Station 1317,NCR,27.5,98.0,NCR,NCR
1318,STN01318,Station 1318,NR,27.5,98.5,NR,NR
1319,STN01319,Station 1319,NE,27.5,99.0,NE,NE
1320,STN01320,Station 1320,NF,27.5,99.5,NF,NF
1321,STN01321,Station 1321,NK,27.5,100.0,NK,NK
1322,STN01322,Station 1322,SR,27.5,100.5,SR,SR
1323,STN01323,Station 1323,SCoR,27.5,101.0,SCoR,SCoR
1324,STN01324,Station 1324,SCR,27.5,101.5,SCR,SCR
1325,STN01325,Station 1325,WR,27.5,102.0,WR,WR
1326,STN01326,Station 1326,WCR,27.5,102.5,WCR,WCR
1327,STN01327,Station 1327,CC,27.5,103.0,CC,CC
1328,STN01328,Station 1328,ECoR,27.5,103.5,ECoR,ECoR
1329,STN01329,Station 1329,CR,27.5,104.0,CR,CR
1330,STN01330,Station 1330,KR,27.5,104.5,KR,KR
1331,STN01331,Station 1331,ER,27.5,105.0,ER,ER
1332,STN01332,Station 1332,NCR,27.5,105.5,NCR,NCR
1333,STN01333,Station 1333,NR,27.5,106.0,NR,NR
1334,STN01334,Station 1334,NE,27.5,106.5,NE,NE
1335,STN01335,Station 1335,NF,27.5,107.0,NF,NF
1336,STN01336,Station 1336,NK,27.5,107.5,NK,NK
1337,STN01337,Station 1337,SR,27.5,108.0,SR,SR
1338,STN01338,Station 1338,SCoR,27.5,108.5,SCoR,SCoR
1339,STN01339,Station 1339,SCR,27.5,109.0,SCR,SCR
1340,STN01340,Station 1340,WR,27.5,109.5,WR,WR
1341,STN01341,Station 1341,WCR,27.5,110.0,WCR,WCR
1342,STN01342,Station 1342,CC,27.5,110.5,CC,CC
1343,STN01343,Station 1343,ECoR,27.5,111.0,ECoR,ECoR
1344,STN01344,Station 1344,CR,27.5,111.5,CR,CR
1345,STN01345,Station 1345,KR,27.5,112.0,KR,KR
1346,STN01346,Station 1346,ER,27.5,112.5,ER,ER
1347,STN01347,Station 1347,NCR,27.5,113.0,NCR,NCR
1348,STN01348,Station 1348,NR,27.5,113.5,NR,NR
1349,STN01349,Station 1349,NE,27.5,114.0,NE,NE
1350,STN01350,Station 1350,NF,27.5,114.5,NF,NF
1351,STN01351,Station 1351,NK,27.5,115.0,NK,NK
1352,STN01352,Station 1352,SR,27.5,115.5,SR,SR
1353,STN01353,Station 1353,SCoR,27.5,116.0,SCoR,SCoR
1354,STN01354,Station 1354,SCR,27.5,116.5,SCR,SCR
1355,STN01355,Station 1355,NCR,28.0,75.0,NCR,NCR
1356,STN01356,Station 1356,NR,28.0,75.5,NR,NR
1357,STN01357,Station 1357,NE,28.0,76.0,NE,NE
1358,STN01358,Station 1358,NF,28.0,76.5,NF,NF
1359,STN01359,Station 1359,NK,28.0,77.0,NK,NK
1360,STN01360,Station 1360,SR,28.0,77.5,SR,SR
1361,STN01361,Station 1361,SCoR,28.0,78.0,SCoR,SCoR
1362,STN01362,Station 1362,SCR,28.0,78.5,SCR,SCR
1363,STN01363,Station 1363,WR,28.0,79.0,WR,WR
1364,STN01364,Station 1364,WCR,28.0,79.5,WCR,WCR
1365,STN01365,Station 1365,CC,28.0,80.0,CC,CC
1366,STN01366,Station 1366,ECoR,28.0,80.5,ECoR,ECoR
1367,STN01367,Station 1367,CR,28.0,81.0,CR,CR
1368,STN01368,Station 1368,KR,28.0,81.5,KR,KR
1369,STN01369,Station 1369,ER,28.0,82.0,ER,ER
1370,STN01370,Station 1370,NCR,28.0,82.5,NCR,NCR
1371,STN01371,Station 1371,NR,28.0,83.0,NR,NR
1372,STN01372,Station 1372,NE,28.0,83.5,NE,NE
1373,STN01373,Station 1373,NF,28.0,84.0,NF,NF
1374,STN01374,Station 1374,NK,28.0,84.5,NK,NK
1375,STN01375,Station 1375,SR,28.0,85.0,SR,SR
1376,STN01376,Station 1376,SCoR,28.0,85.5,SCoR,SCoR
1377,STN01377,Station 1377,SCR,28.0,86.0,SCR,SCR
1378,STN01378,Station 1378,WR,28.0,86.5,WR,WR
1379,STN01379,Station 1379,WCR,28.0,87.0,WCR,WCR
1380,STN01380,Station 1380,CC,28.0,87.5,CC,CC
1381,STN01381,Station 1381,ECoR,28.0,88.0,ECoR,ECoR
1382,STN01382,Station 1382,CR,28.0,88.5,CR,CR
1383,STN01383,Station 1383,KR,28.0,89.0,KR,KR
1384,STN01384,Station 1384,ER,28.0,89.5,ER,ER
1385,STN01385,Station 1385,NCR,28.0,90.0,NCR,NCR
1386,STN01386,Station 1386,NR,28.0,90.5,NR,NR
1387,STN01387,Station 1387,NE,28.0,91.0,NE,NE
1388,STN01388,Station 1388,NF,28.0,91.5,NF,NF
1389,STN01389,Station 1389,NK,28.0,92.0,NK,NK
1390,STN01390,Station 1390,SR,28.0,92.5,SR,SR
1391,STN01391,Station 1391,SCoR,28.0,93.0,SCoR,SCoR
1392,STN01392,Station 1392,SCR,28.0,93.5,SCR,SCR
1393,STN01393,Station 1393,WR,28.0,94.0,WR,WR
1394,STN01394,Station 1394,WCR,28.0,94.5,WCR,WCR
1395,STN01395,Station 1395,CC,28.0,95.0,CC,CC
1396,STN01396,Station 1396,ECoR,28.0,95.5,ECoR,ECoR
1397,STN01397,Station 1397,CR,28.0,96.0,CR,CR
1398,STN01398,Station 1398,KR,28.0,96.5,KR,KR
1399,STN01399,Station 1399,ER,28.0,97.0,ER,ER
1400,STN01400,Station 1400,NCR,28.0,97.5,NCR,NCR
1401,STN01401,Station 1401,NR,28.0,98.0,NR,NR
1402,STN01402,Station 1402,NE,28.0,98.5,NE,NE
1403,STN01403,Station 1403,NF,28.0,99.0,NF,NF
1404,STN01404,Station 1404,NK,28.0,99.5,NK,NK
1405,STN01405,Station 1405,SR,28.0,100.0,SR,SR
1406,STN01406,Station 1406,SCoR,28.0,100.5,SCoR,SCoR
1407,STN01407,Station 1407,SCR,28.0,101.0,SCR,SCR
1408,STN01408,Station 1408,WR,28.0,101.5,WR,WR
1409,STN01409,Station 1409,WCR,28.0,102.0,WCR,WCR
1410,STN01410,Station 1410,CC,28.0,102.5,CC,CC
1411,STN01411,Station 1411,ECoR,28.0,103.0,ECoR,ECoR
1412,STN01412,Station 1412,CR,28.0,103.5,CR,CR
1413,STN01413,Station 1413,KR,28.0,104.0,KR,KR
1414,STN01414,Station 1414,ER,28.0,104.5,ER,ER
1415,STN01415,Station 1415,NCR,28.0,105.0,NCR,NCR
1416,STN01416,Station 1416,NR,28.0,105.5,NR,NR
1417,STN01417,Station 1417,NE,28.0,106.0,NE,NE
1418,STN01418,Station 1418,NF,28.0,106.5,NF,NF
1419,STN01419,Station 1419,NK,28.0,107.0,NK,NK
1420,STN01420,Station 1420,SR,28.0,107.5,SR,SR
1421,STN01421,Station 1421,SCoR,28.0,108.0,SCoR,SCoR
1422,STN01422,Station 1422,SCR,28.0,108.5,SCR,SCR
1423,STN01423,Station 1423,WR,28.0,109.0,WR,WR
1424,STN01424,Station 1424,WCR,28.0,109.5,WCR,WCR
1425,STN01425,Station 1425,CC,28.0,110.0,CC,CC
1426,STN01426,Station 1426,ECoR,28.0,110.5,ECoR,ECoR
1427,STN01427,Station 1427,CR,28.0,111.0,CR,CR
1428,STN01428,Station 1428,KR,28.0,111.5,KR,KR
1429,STN01429,Station 1429,ER,28.0,112.0,ER,ER
1430,STN01430,Station 1430,NCR,28.0,112.5,NCR,NCR
1431,STN01431,Station 1431,NR,28.0,113.0,NR,NR
1432,STN01432,Station 1432,NE,28.0,113.5,NE,NE
1433,STN01433,Station 1433,NF,28.0,114.0,NF,NF
1434,STN01434,Station 1434,NK,28.0,114.5,NK,NK
1435,STN01435,Station 1435,SR,28.0,115.0,SR,SR
1436,STN01436,Station 1436,SCoR,28.0,115.5,SCoR,SCoR
1437,STN01437,Station 1437,SCR,28.0,116.0,SCR,SCR
1438,STN01438,Station 1438,WR,28.0,116.5,WR,WR
1439,STN01439,Station 1439,NR,28.5,75.0,NR,NR
1440,STN01440,Station 1440,NE,28.5,75.5,NE,NE
1441,STN01441,Station 1441,NF,28.5,76.0,NF,NF
1442,STN01442,Station 1442,NK,28.5,76.5,NK,NK
1443,STN01443,Station 1443,SR,28.5,77.0,SR,SR
1444,STN01444,Station 1444,SCoR,28.5,77.5,SCoR,SCoR
1445,STN01445,Station 1445,SCR,28.5,78.0,SCR,SCR
1446,STN01446,Station 1446,WR,28.5,78.5,WR,WR
1447,STN01447,Station 1447,WCR,28.5,79.0,WCR,WCR
1448,STN01448,Station 1448,CC,28.5,79.5,CC,CC
1449,STN01449,Station 1449,ECoR,28.5,80.0,ECoR,ECoR
1450,STN01450,Station 1450,CR,28.5,80.5,CR,CR
1451,STN01451,Station 1451,KR,28.5,81.0,KR,KR
1452,STN01452,Station 1452,ER,28.5,81.5,ER,ER
1453,STN01453,Station 1453,NCR,28.5,82.0,NCR,NCR
1454,STN01454,Station 1454,NR,28.5,82.5,NR,NR
1455,STN01455,Station 1455,NE,28.5,83.0,NE,NE
1456,STN01456,Station 1456,NF,28.5,83.5,NF,NF
1457,STN01457,Station 1457,NK,28.5,84.0,NK,NK
1458,STN01458,Station 1458,SR,28.5,84.5,SR,SR
1459,STN01459,Station 1459,SCoR,28.5,85.0,SCoR,SCoR
1460,STN01460,Station 1460,SCR,28.5,85.5,SCR,SCR
1461,STN01461,Station 1461,WR,28.5,86.0,WR,WR
1462,STN01462,Station 1462,WCR,28.5,86.5,WCR,WCR
1463,STN01463,Station 1463,CC,28.5,87.0,CC,CC
1464,STN01464,Station 1464,ECoR,28.5,87.5,ECoR,ECoR
1465,STN01465,Station 1465,CR,28.5,88.0,CR,CR
1466,STN01466,Station 1466,KR,28.5,88.5,KR,KR
1467,STN01467,Station 1467,ER,28.5,89.0,ER,ER
1468,STN01468,Station 1468,NCR,28.5,89.5,NCR,NCR
1469,STN01469,Station 1469,NR,28.5,90.0,NR,NR
1470,STN01470,Station 1470,NE,28.5,90.5,NE,NE
1471,STN01471,Station 1471,NF,28.5,91.0,NF,NF
1472,STN01472,Station 1472,NK,28.5,91.5,NK,NK
1473,STN01473,Station 1473,SR,28.5,92.0,SR,SR
1474,STN01474,Station 1474,SCoR,28.5,92.5,SCoR,SCoR
1475,STN01475,Station 1475,SCR,28.5,93.0,SCR,SCR
1476,STN01476,Station 1476,WR,28.5,93.5,WR,WR
1477,STN01477,Station 1477,WCR,28.5,94.0,WCR,WCR
1478,STN01478,Station 1478,CC,28.5,94.5,CC,CC
1479,STN01479,Station 1479,ECoR,28.5,95.0,ECoR,ECoR
1480,STN01480,Station 1480,CR,28.5,95.5,CR,CR
1481,STN01481,Station 1481,KR,28.5,96.0,KR,KR
1482,STN01482,Station 1482,ER,28.5,96.5,ER,ER
1483,STN01483,Station 1483,NCR,28.5,97.0,NCR,NCR
1484,STN01484,Station 1484,NR,28.5,97.5,NR,NR
1485,STN01485,Station 1485,NE,28.5,98.0,NE,NE
1486,STN01486,Station 1486,NF,28.5,98.5,NF,NF
1487,STN01487,Station 1487,NK,28.5,99.0,NK,NK
1488,STN01488,Station 1488,SR,28.5,99.5,SR,SR
1489,STN01489,Station 1489,SCoR,28.5,100.0,SCoR,SCoR
1490,STN01490,Station 1490,SCR,28.5,100.5,SCR,SCR
1491,STN01491,Station 1491,WR,28.5,101.0,WR,WR
1492,STN01492,Station 1492,WCR,28.5,101.5,WCR,WCR
1493,STN01493,Station 1493,CC,28.5,102.0,CC,CC
1494,STN01494,Station 1494,ECoR,28.5,102.5,ECoR,ECoR
1495,STN01495,Station 1495,CR,28.5,103.0,CR,CR
1496,STN01496,Station 1496,KR,28.5,103.5,KR,KR
1497,STN01497,Station 1497,ER,28.5,104.0,ER,ER
1498,STN01498,Station 1498,NCR,28.5,104.5,NCR,NCR
1499,STN01499,Station 1499,NR,28.5,105.0,NR,NR
1500,STN01500,Station 1500,NE,28.5,105.5,NE,NE
1501,STN01501,Station 1501,NF,28.5,106.0,NF,NF
1502,STN01502,Station 1502,NK,28.5,106.5,NK,NK
1503,STN01503,Station 1503,SR,28.5,107.0,SR,SR
1504,STN01504,Station 1504,SCoR,28.5,107.5,SCoR,SCoR
1505,STN01505,Station 1505,SCR,28.5,108.0,SCR,SCR
1506,STN01506,Station 1506,WR,28.5,108.5,WR,WR
1507,STN01507,Station 1507,WCR,28.5,109.0,WCR,WCR
1508,STN01508,Station 1508,CC,28.5,109.5,CC,CC
1509,STN01509,Station 1509,ECoR,28.5,110.0,ECoR,ECoR
1510,STN01510,Station 1510,CR,28.5,110.5,CR,CR
1511,STN01511,Station 1511,KR,28.5,111.0,KR,KR
1512,STN01512,Station 1512,ER,28.5,111.5,ER,ER
1513,STN01513,Station 1513,NCR,28.5,112.0,NCR,NCR
1514,STN01514,Station 1514,NR,28.5,112.5,NR,NR
1515,STN01515,Station 1515,NE,28.5,113.0,NE,NE
1516,STN01516,Station 1516,NF,28.5,113.5,NF,NF
1517,STN01517,Station 1517,NK,28.5,114.0,NK,NK
1518,STN01518,Station 1518,SR,28.5,114.5,SR,SR
1519,STN01519,Station 1519,SCoR,28.5,115.0,SCoR,SCoR
1520,STN01520,Station 1520,SCR,28.5,115.5,SCR,SCR
1521,STN01521,Station 1521,WR,28.5,116.0,WR,WR
1522,STN01522,Station 1522,WCR,28.5,116.5,WCR,WCR
1523,STN01523,Station 1523,NE,29.0,75.0,NE,NE
1524,STN01524,Station 1524,NF,29.0,75.5,NF,NF
1525,STN01525,Station 1525,NK,29.0,76.0,NK,NK
1526,STN01526,Station 1526,SR,29.0,76.5,SR,SR
1527,STN01527,Station 1527,SCoR,29.0,77.0,SCoR,SCoR
1528,STN01528,Station 1528,SCR,29.0,77.5,SCR,SCR
1529,STN01529,Station 1529,WR,29.0,78.0,WR,WR
1530,STN01530,Station 1530,WCR,29.0,78.5,WCR,WCR
1531,STN01531,Station 1531,CC,29.0,79.0,CC,CC
1532,STN01532,Station 1532,ECoR,29.0,79.5,ECoR,ECoR
1533,STN01533,Station 1533,CR,29.0,80.0,CR,CR
1534,STN01534,Station 1534,KR,29.0,80.5,KR,KR
1535,STN01535,Station 1535,ER,29.0,81.0,ER,ER
1536,STN01536,Station 1536,NCR,29.0,81.5,NCR,NCR
1537,STN01537,Station 1537,NR,29.0,82.0,NR,NR
1538,STN01538,Station 1538,NE,29.0,82.5,NE,NE
1539,STN01539,Station 1539,NF,29.0,83.0,NF,NF
1540,STN01540,Station 1540,NK,29.0,83.5,NK,NK
1541,STN01541,Station 1541,SR,29.0,84.0,SR,SR
1542,STN01542,Station 1542,SCoR,29.0,84.5,SCoR,SCoR
1543,STN01543,Station 1543,SCR,29.0,85.0,SCR,SCR
1544,STN01544,Station 1544,WR,29.0,85.5,WR,WR
1545,STN01545,Station 1545,WCR,29.0,86.0,WCR,WCR
1546,STN01546,Station 1546,CC,29.0,86.5,CC,CC
1547,STN01547,Station 1547,ECoR,29.0,87.0,ECoR,ECoR
1548,STN01548,Station 1548,CR,29.0,87.5,CR,CR
1549,STN01549,Station 1549,KR,29.0,88.0,KR,KR
1550,STN01550,Station 1550,ER,29.0,88.5,ER,ER
1551,STN01551,Station 1551,NCR,29.0,89.0,NCR,NCR
1552,STN01552,Station 1552,NR,29.0,89.5,NR,NR
1553,STN01553,Station 1553,NE,29.0,90.0,NE,NE
1554,STN01554,Station 1554,NF,29.0,90.5,NF,NF
1555,STN01555,Station 1555,NK,29.0,91.0,NK,NK
1556,STN01556,Station 1556,SR,29.0,91.5,SR,SR
1557,STN01557,Station 1557,SCoR,29.0,92.0,SCoR,SCoR
1558,STN01558,Station 1558,SCR,29.0,92.5,SCR,SCR
1559,STN01559,Station 1559,WR,29.0,93.0,WR,WR
1560,STN01560,Station 1560,WCR,29.0,93.5,WCR,WCR
1561,STN01561,Station 1561,CC,29.0,94.0,CC,CC
1562,STN01562,Station 1562,ECoR,29.0,94.5,ECoR,ECoR
1563,STN01563,Station 1563,CR,29.0,95.0,CR,CR
1564,STN01564,Station 1564,KR,29.0,95.5,KR,KR
1565,STN01565,Station 1565,ER,29.0,96.0,ER,ER
1566,STN01566,Station 1566,NCR,29.0,96.5,NCR,NCR
1567,STN01567,Station 1567,NR,29.0,97.0,NR,NR
1568,STN01568,Station 1568,NE,29.0,97.5,NE,NE
1569,STN01569,Station 1569,NF,29.0,98.0,NF,NF
1570,STN01570,Station 1570,NK,29.0,98.5,NK,NK
1571,STN01571,Station 1571,SR,29.0,99.0,SR,SR
1572,STN01572,Station 1572,SCoR,29.0,99.5,SCoR,SCoR
1573,STN01573,Station 1573,SCR,29.0,100.0,SCR,SCR
1574,STN01574,Station 1574,WR,29.0,100.5,WR,WR
1575,STN01575,Station 1575,WCR,29.0,101.0,WCR,WCR
1576,STN01576,Station 1576,CC,29.0,101.5,CC,CC
1577,STN01577,Station 1577,ECoR,29.0,102.0,ECoR,ECoR
1578,STN01578,Station 1578,CR,29.0,102.5,CR,CR
1579,STN01579,Station 1579,KR,29.0,103.0,KR,KR
1580,STN01580,Station 1580,ER,29.0,103.5,ER,ER
1581,STN01581,Station 1581,NCR,29.0,104.0,NCR,NCR
1582,STN01582,Station 1582,NR,29.0,104.5,NR,NR
1583,STN01583,Station 1583,NE,29.0,105.0,NE,NE
1584,STN01584,Station 1584,NF,29.0,105.5,NF,NF
1585,STN01585,Station 1585,NK,29.0,106.0,NK,NK
1586,STN01586,Station 1586,SR,29.0,106.5,SR,SR
1587,STN01587,Station 1587,SCoR,29.0,107.0,SCoR,SCoR
1588,STN01588,Station 1588,SCR,29.0,107.5,SCR,SCR
1589,STN01589,Station 1589,WR,29.0,108.0,WR,WR
1590,STN01590,Station 1590,WCR,29.0,108.5,WCR,WCR
1591,STN01591,Station 1591,CC,29.0,109.0,CC,CC
1592,STN01592,Station 1592,ECoR,29.0,109.5,ECoR,ECoR
1593,STN01593,Station 1593,CR,29.0,110.0,CR,CR
1594,STN01594,Station 1594,KR,29.0,110.5,KR,KR
1595,STN01595,Station 1595,ER,29.0,111.0,ER,ER
1596,STN01596,Station 1596,NCR,29.0,111.5,NCR,NCR
1597,STN01597,Station 1597,NR,29.0,112.0,NR,NR
1598,STN01598,Station 1598,NE,29.0,112.5,NE,NE
1599,STN01599,Station 1599,NF,29.0,113.0,NF,NF
1600,STN01600,Station 1600,NK,29.0,113.5,NK,NK
1601,STN01601,Station 1601,SR,29.0,114.0,SR,SR
1602,STN01602,Station 1602,SCoR,29.0,114.5,SCoR,SCoR
1603,STN01603,Station 1603,SCR,29.0,115.0,SCR,SCR
1604,STN01604,Station 1604,WR,29.0,115.5,WR,WR
1605,STN01605,Station 1605,WCR,29.0,116.0,WCR,WCR
1606,STN01606,Station 1606,CC,29.0,116.5,CC,CC
1607,STN01607,Station 1607,NF,29.5,75.0,NF,NF
1608,STN01608,Station 1608,NK,29.5,75.5,NK,NK
1609,STN01609,Station 1609,SR,29.5,76.0,SR,SR
1610,STN01610,Station 1610,SCoR,29.5,76.5,SCoR,SCoR
1611,STN01611,Station 1611,SCR,29.5,77.0,SCR,SCR
1612,STN01612,Station 1612,WR,29.5,77.5,WR,WR
1613,STN01613,Station 1613,WCR,29.5,78.0,WCR,WCR
1614,STN01614,Station 1614,CC,29.5,78.5,CC,CC
1615,STN01615,Station 1615,ECoR,29.5,79.0,ECoR,ECoR
1616,STN01616,Station 1616,CR,29.5,79.5,CR,CR
1617,STN01617,Station 1617,KR,29.5,80.0,KR,KR
1618,STN01618,Station 1618,ER,29.5,80.5,ER,ER
1619,STN01619,Station 1619,NCR,29.5,81.0,NCR,NCR
1620,STN01620,Station 1620,NR,29.5,81.5,NR,NR
1621,STN01621,Station 1621,NE,29.5,82.0,NE,NE
1622,STN01622,Station 1622,NF,29.5,82.5,NF,NF
1623,STN01623,Station 1623,NK,29.5,83.0,NK,NK
1624,STN01624,Station 1624,SR,29.5,83.5,SR,SR
1625,STN01625,Station 1625,SCoR,29.5,84.0,SCoR,SCoR
1626,STN01626,Station 1626,SCR,29.5,84.5,SCR,SCR
1627,STN01627,Station 1627,WR,29.5,85.0,WR,WR
1628,STN01628,Station 1628,WCR,29.5,85.5,WCR,WCR
1629,STN01629,Station 1629,CC,29.5,86.0,CC,CC
1630,STN01630,Station 1630,ECoR,29.5,86.5,ECoR,ECoR
1631,STN01631,Station 1631,CR,29.5,87.0,CR,CR
1632,STN01632,Station 1632,KR,29.5,87.5,KR,KR
1633,STN01633,Station 1633,ER,29.5,88.0,ER,ER
1634,STN01634,Station 1634,NCR,29.5,88.5,NCR,NCR
1635,STN01635,Station 1635,NR,29.5,89.0,NR,NR
1636,STN01636,Station 1636,NE,29.5,89.5,NE,NE
1637,STN01637,Station 1637,NF,29.5,90.0,NF,NF
1638,STN01638,Station 1638,NK,29.5,90.5,NK,NK
1639,STN01639,Station 1639,SR,29.5,91.0,SR,SR
1640,STN01640,Station 1640,SCoR,29.5,91.5,SCoR,SCoR
1641,STN01641,Station 1641,SCR,29.5,92.0,SCR,SCR
1642,STN01642,Station 1642,WR,29.5,92.5,WR,WR
1643,STN01643,Station 1643,WCR,29.5,93.0,WCR,WCR
1644,STN01644,Station 1644,CC,29.5,93.5,CC,CC
1645,STN01645,Station 1645,ECoR,29.5,94.0,ECoR,ECoR
1646,STN01646,Station 1646,CR,29.5,94.5,CR,CR
1647,STN01647,Station 1647,KR,29.5,95.0,KR,KR
1648,STN01648,Station 1648,ER,29.5,95.5,ER,ER
1649,STN01649,Station 1649,NCR,29.5,96.0,NCR,NCR
1650,STN01650,Station 1650,NR,29.5,96.5,NR,NR
1651,STN01651,Station 1651,NE,29.5,97.0,NE,NE
1652,STN01652,Station 1652,NF,29.5,97.5,NF,NF
1653,STN01653,Station 1653,NK,29.5,98.0,NK,NK
1654,STN01654,Station 1654,SR,29.5,98.5,SR,SR
1655,STN01655,Station 1655,SCoR,29.5,99.0,SCoR,SCoR
1656,STN01656,Station 1656,SCR,29.5,99.5,SCR,SCR
1657,STN01657,Station 1657,WR,29.5,100.0,WR,WR
1658,STN01658,Station 1658,WCR,29.5,100.5,WCR,WCR
1659,STN01659,Station 1659,CC,29.5,101.0,CC,CC
1660,STN01660,Station 1660,ECoR,29.5,101.5,ECoR,ECoR
1661,STN01661,Station 1661,CR,29.5,102.0,CR,CR
1662,STN01662,Station 1662,KR,29.5,102.5,KR,KR
1663,STN01663,Station 1663,ER,29.5,103.0,ER,ER
1664,STN01664,Station 1664,NCR,29.5,103.5,NCR,NCR
1665,STN01665,Station 1665,NR,29.5,104.0,NR,NR
1666,STN01666,Station 1666,NE,29.5,104.5,NE,NE
1667,STN01667,Station 1667,NF,29.5,105.0,NF,NF
1668,STN01668,Station 1668,NK,29.5,105.5,NK,NK
1669,STN01669,Station 1669,SR,29.5,106.0,SR,SR
1670,STN01670,Station 1670,SCoR,29.5,106.5,SCoR,SCoR
1671,STN01671,Station 1671,SCR,29.5,107.0,SCR,SCR
1672,STN01672,Station 1672,WR,29.5,107.5,WR,WR
1673,STN01673,Station 1673,WCR,29.5,108.0,WCR,WCR
1674,STN01674,Station 1674,CC,29.5,108.5,CC,CC
1675,STN01675,Station 1675,ECoR,29.5,109.0,ECoR,ECoR
1676,STN01676,Station 1676,CR,29.5,109.5,CR,CR
1677,STN01677,Station 1677,KR,29.5,110.0,KR,KR
1678,STN01678,Station 1678,ER,29.5,110.5,ER,ER
1679,STN01679,Station 1679,NCR,29.5,111.0,NCR,NCR
1680,STN01680,Station 1680,NR,29.5,111.5,NR,NR
1681,STN01681,Station 1681,NE,29.5,112.0,NE,NE
1682,STN01682,Station 1682,NF,29.5,112.5,NF,NF
1683,STN01683,Station 1683,NK,29.5,113.0,NK,NK
1684,STN01684,Station 1684,SR,29.5,113.5,SR,SR
1685,STN01685,Station 1685,SCoR,29.5,114.0,SCoR,SCoR
